doc_id,youtube_video_id,start_time_sec,end_time_sec,transcription,title,start_time,end_time,url,total_time,total_words
157,eFO3FCsAL3o,114.84,159.45,like chocolate cake silly george chocolate cake vegetable maybe george like vegetable make lovely salad lovely fresh tomato lettuce cucumber wash peppa george tell favorite wash maybe wash granny pig make tomato lettuce cucumber salad grandpa pig,lunch,01:54.8,02:39.4,https://www.youtube.com/watch?v=eFO3FCsAL3o&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.61,37
158,eFO3FCsAL3o,160.17,205.709,lunch lunch bunny pig eat sir lunch salad make grandpa tomato lettuce cucumber turkey george eat pizza george doe like tomato lettuce cucumber dear george like salad george try little bite lovely tomato yes george cucumber grandpa pig,lunch,02:40.2,03:25.7,https://www.youtube.com/watch?v=eFO3FCsAL3o&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.539,38
159,eFO3FCsAL3o,206.37,255.299,grow garden try piece lettuce george yummy george look dinosaur dye george love dinosaur george eat tomato lettuce cucumber good george like george george eat tomato lettuce cucumber george eat,lunch,03:26.4,04:15.3,https://www.youtube.com/watch?v=eFO3FCsAL3o&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48.929,30
160,eFO3FCsAL3o,256.289,278.12,george eat george eat good want chocolate cake okay word george appetite,lunch,04:16.3,04:38.1,https://www.youtube.com/watch?v=eFO3FCsAL3o&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.831,12
161,J2DrjpYPjo4,2.449,53.28,pig little brother mummy pig peppa family camp love camp george tent little boy daddy make tent worry expert camp mummy pig tent pole easy pie pig course,camping,00:02.4,00:53.3,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,50.831,28
162,J2DrjpYPjo4,54.629,87.99,forget pig pig hold tent tent bite little big boy doe look bite small grow bite boy daddy pig tummy grow talk tummy cook supper collect stick make peppa george help daddy pig,camping,00:54.6,01:28.0,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.361,33
163,J2DrjpYPjo4,88.68,125.729,collect stick campfire george pick stick carry good stick splendid campfire light match need match betty light match make old way simply rub stick daddy pig rub stick light,camping,01:28.7,02:05.7,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.049,29
164,J2DrjpYPjo4,128.479,176.13,campfire daddy nearly easy pie heat tomato soup listen sound nature sound sound cricket chirp owl look look noise sure daddy toby tummy rumble sound nature mean time eat,camping,02:08.5,02:56.1,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.651,29
165,J2DrjpYPjo4,177.93,213.67,love tomato soup daddy pig song nature come child tent bedtime kill attendee little fine far mummy pig daddy big tent mind sleep outside good night daddy pig good night,camping,02:57.9,03:33.7,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.74,30
166,J2DrjpYPjo4,215.17,250.84,night night good night mummy pig peppa george sleep tent daddy pig sleep outside star love camp sleep open air star maybe good idea morning daddy hiro lovely cozy tent daddy daddy pig poor daddy pig cold wet,camping,03:35.2,04:10.8,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.67,38
167,J2DrjpYPjo4,251.98,288.4,sound sound like snore daddy safe course safe expert camp sleep car silly daddy love camp big,camping,04:12.0,04:48.4,https://www.youtube.com/watch?v=J2DrjpYPjo4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.42,17
168,gNgs_utREUY,2.7,54.6,peppa pig little brother sleepy princess night time peppa george bed good night peppa george mummy daddy yes peppa sleepy story maybe george sleepy want story george want story say yes right tell story daddy pig tell story,the sleepy princess,00:02.7,00:54.6,https://www.youtube.com/watch?v=gNgs_utREUY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.9,38
169,gNgs_utREUY,55.079,101.189,promise sleep promise think tell story sleepy princess good story sound bite bore bore good princess peppa talk daddy pig start story sorry mummy stella princess story daddy yes little princess sleepy princess time,the sleepy princess,00:55.1,01:41.2,https://www.youtube.com/watch?v=gNgs_utREUY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.11,34
170,gNgs_utREUY,102.15,136.84,castle live little princess sleepy princess happy late sleepy princess pretty yes pretty love look live castle good castle small prince queen mummy king daddy,the sleepy princess,01:42.2,02:16.8,https://www.youtube.com/watch?v=gNgs_utREUY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.69,25
171,gNgs_utREUY,138.88,182.23,right live welldid kid daddy hello big cubbies course handsome like dragon sure yes dragon dinosaur live outside huge fierce dinosaur yes maybe dinosaur quite fierce daddy pig sorry george dinosaur gentle,the sleepy princess,02:18.9,03:02.2,https://www.youtube.com/watch?v=gNgs_utREUY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.35,32
172,gNgs_utREUY,183.7,231.45,anger lot plant daddy pig sorry dinosaur daddy princess sleepy princess come sun set star moon come sleepy sleepy sleepy princess peppa sleepy daddy sleepy,the sleepy princess,03:03.7,03:51.4,https://www.youtube.com/watch?v=gNgs_utREUY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.75,25
173,gNgs_utREUY,235.5,277.07,somebody george waker miss end story good peppermint sleepy sleepy princess certainly look day mirror completely wear let carry bed good night sleepy princess sleepy fall fast asleep thank story king daddy welcome queen mother little prince princess enjoy,the sleepy princess,03:55.5,04:39.9,https://www.youtube.com/watch?v=gNgs_utREUY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.43,39
174,geHSCOnvNSU,2.73,47.23,peppa pig little brother mummy pig daddy tree yes peppa georgia visit granny pig grandpa pig hello little come house muddy boot yes granny peppa george look make little curtain little garden granny,the tree house,00:02.7,00:47.2,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.5,33
175,geHSCOnvNSU,48.37,99.04,surprise want grandpa pig make garden yes hello peppa george look make tree georgian bay little curtain tree house joy love tree house thank granny pig look grab paul pig want inside tree house,the tree house,00:48.4,01:39.0,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,50.67,34
176,geHSCOnvNSU,99.64,145.83,muddy boot tree house tree house george like tree house yes young pig george like pay visit kelly come long muddy boot george boot visit peppa tree house george yes mummy pig room visitor,the tree house,01:39.6,02:25.8,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.19,34
177,geHSCOnvNSU,147.49,184.48,say secret word come laugh secret word whisper secret word daddy big tummy say secret word daddy big tummy right daddy big tummy think silly secret word mummy come house,the tree house,02:27.5,03:04.5,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.99,30
178,geHSCOnvNSU,185.08,234.04,boot course daddy say secret word daddy different secret word right daddy big tummy right come daddy boot think fit door yes tummy big know daddy pig climb george mummy pig daddy pig,the tree house,03:05.1,03:54.0,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48.96,33
179,geHSCOnvNSU,234.58,269.18,tree house granny love tree house want come nice peppa sure want visit house thank granny case grandpa pig eat homemade cooky homemade cooky want come say secret word easy,the tree house,03:54.6,04:29.2,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.6,30
180,geHSCOnvNSU,270.83,278.03,daddy big tummy right good think silly secret word,the tree house,04:30.8,04:38.0,https://www.youtube.com/watch?v=geHSCOnvNSU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,7.2,9
181,shkp42YvApE,2.7,49.8,peppa pig little brother mummy pig daddy fancy dress peppa george fancy dress party friend invite peppa dress fairy princess george dress dinosaur dye shop peppa friend candy cat suzy sheep danny dog rebecca rabbit pedro pony suzy wear nurse costume hello suzy,fancy dress party,00:02.7,00:49.8,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.1,43
182,shkp42YvApE,51.809,90.72,hello mister pig glad nurse arrive come hospital real nurse good pirates shiver timber know witch turn clown funny rebecca rabbit carrot fantastic come fairy princess dinosaur wait meet,fancy dress party,00:51.8,01:30.7,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.911,29
183,shkp42YvApE,96.88,137.739,hello suzy princess papa bow speak hello majesty suzy polite say clown funny rebecca dress carrot like carrot sure scary dinosaur peppa admire mirror mirror mirror wall fair,fancy dress party,01:36.9,02:17.7,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.859,28
184,shkp42YvApE,138.67,182.739,moon peppa know hello hello little fairy princess know magic wand magic turn scroll turn dinosaur yes george scare reflection silly george mirror tea child time decide fancy dress costume need,fancy dress party,02:18.7,03:02.7,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.069,31
185,shkp42YvApE,184.53,213.25,judge peppa party maybe judge judge judge daddy judge judge decide costume goody peppa choose costume suzy costume man suzy make people good suzy danny,fancy dress party,03:04.5,03:33.2,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.72,25
186,shkp42YvApE,214.84,257.26,shiver timber candy witch turn stroke good princess turn frog child child sorry mummy clown funny rebecca carrot lovely kid little brother george scary dinosaur costume good say winner,fancy dress party,03:34.8,04:17.3,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,42.42,29
187,shkp42YvApE,257.98,282.19,yes winner peppa pick judge pick winner okay carrot win right thank peppa love fancy party love fancy,fancy dress party,04:18.0,04:42.2,https://www.youtube.com/watch?v=shkp42YvApE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.21,18
188,PpdIewQhnTo,2.7,50.34,peppa pig little brother mummy pig museum peppa family museum patty museum place thing old old yes old really old room thing belong king queen long ago king queen room,the museum,00:02.7,00:50.3,https://www.youtube.com/watch?v=PpdIewQhnTo&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.64,30
189,PpdIewQhnTo,51.149,97.049,room real dinosaur hello mummy pig hello miss rabbit ticket adult dine dinosaur peppa want room thing belong king queen long ago star saul george want real dinosaur worry george dinosaur peppa thing queen,the museum,00:51.1,01:37.0,https://www.youtube.com/watch?v=PpdIewQhnTo&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.9,34
190,PpdIewQhnTo,97.5,133.75,long time ago queen special chair throne beautiful queen dress pretty look peppa queen golden crown lovely thing mummy queen television television television computer,the museum,01:37.5,02:13.7,https://www.youtube.com/watch?v=PpdIewQhnTo&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.25,24
191,PpdIewQhnTo,134.14,179.65,computer day mummy queen eat cake want peppa imago queen care queen peppa yes cake course come come daddy daddy creed peppa bow speak terribly sorry,the museum,02:14.1,02:59.7,https://www.youtube.com/watch?v=PpdIewQhnTo&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.51,26
192,PpdIewQhnTo,180.61,221.799,royal highness daddy yes room dinosaur room larue george dinosaur ruby dinosaur room small actually peppa big bone real dinosaur,the museum,03:00.6,03:41.8,https://www.youtube.com/watch?v=PpdIewQhnTo&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,41.189,20
193,PpdIewQhnTo,231.01,280.05,george imago big dinosaur dinosaur room george favorite room favorite room king queen room look daddy pig favorite room room mummy room cake daddy pig favorite room museum cafe come tuck yes nice room,the museum,03:51.0,04:40.1,https://www.youtube.com/watch?v=PpdIewQhnTo&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.04,34
194,KQbHc9abYMI,2.73,62.85,peppa pig little brother mummy pig study polly peppa family visit granny pig grandpa pig pig egg hello little come inside surprise new pet guess dine dinosaur come granny pig grandpa pig pet,polly parrot,00:02.7,01:02.9,https://www.youtube.com/watch?v=KQbHc9abYMI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,60.12,33
195,KQbHc9abYMI,63.86,112.65,parrot peppa george pet parrot polly pretty polly clever parrot mummy doe polly copy granny say parrot hello polly hello sweet little parrot come tea time peppa george come chocolate cake come donny,polly parrot,01:03.9,01:52.7,https://www.youtube.com/watch?v=KQbHc9abYMI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48.79,33
196,KQbHc9abYMI,118.17,177.62,peppa george love eat chocolate cake today hurry play polly parrot fish noisy little granny leave table polly parrot sure completely finish cake george say polly george little bite shy hello george really enjoy play polly,polly parrot,01:58.2,02:57.6,https://www.youtube.com/watch?v=KQbHc9abYMI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,59.45,36
197,KQbHc9abYMI,178.25,258.519,parrot peppa pig george say george pretend paris polly think say polly parrot noisy parrot play polly yes granny polly sweet parrot yes granny clever parrot,polly parrot,02:58.2,04:18.5,https://www.youtube.com/watch?v=KQbHc9abYMI&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,80.269,26
198,A4cEE4N5Xyc,2.669,45.66,peppa pig little brother mummy pig daddy hot day sun shine hot day lovely hot day george wear boot jump muddy puddle love muddy puddle dear sun hot puddle dry mummy daddy puzzle real dry abby jump,very hot day,00:02.7,00:45.7,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,42.991,37
199,A4cEE4N5Xyc,46.62,81.06,mind peppa sunny play paddle pool instead yes paddle pool change swim costume yes peppa george wear swim costume mummy pig wear swim costume daddy pig wear swim costume hot need sun cream yes oily yucky,very hot day,00:46.6,01:21.1,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.44,36
200,A4cEE4N5Xyc,85.56,157.11,yes fuss yes need sun cream today come george let air paddle pool daddy pig pump paddle party peppa hold hose mummy pig turn water george love handle ice cream lady hot day miss rabbit sell ice cream mummy daddy,very hot day,01:25.6,02:37.1,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,71.55,40
201,A4cEE4N5Xyc,158.97,188.91,kajoor nice clip good suppose especially hot day good like ice cream hello mummy pig peppa george hello miss rabbit ice cream like coke miss rabbit course peppa thank daddy pig mister george like thank dinosaur,very hot day,02:39.0,03:08.9,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.94,36
202,A4cEE4N5Xyc,190.95,225.239,silly george say dinosaur good happen dinosaur shape ice lolly dine george eat ice lolly melt uncle george love dinosaur ice lolly want eat thank miss rabbit enjoy weather george really think eat ice lolly melt fall grind,very hot day,03:11.0,03:45.2,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.289,38
203,A4cEE4N5Xyc,226.25,257.93,dear george dinosaur ice lolly melt fall grind mind george share daddy ice cream sure mind warm daddy pig fall asleep daddy pig doe look hot let dip water cool good idea peppa happen red hop daddy pig sorry water,very hot day,03:46.3,04:17.9,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.68,40
204,A4cEE4N5Xyc,259.22,296.77,thank peppa george wear boot peppa george hot day love jump puddle nicely,very hot day,04:19.2,04:56.8,https://www.youtube.com/watch?v=A4cEE4N5Xyc&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.55,13
205,7-ZnBf8HH5k,2.7,33.78,peppa pig little brother mummy pig daddy khloe pop peppa family visit uncle pig auntie pig cousin chloe expect uncle pig fall asleep lunch like doe daddy pig say thing brother especially child,chloe's puppet show,00:02.7,00:33.8,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.08,33
206,7-ZnBf8HH5k,34.53,70.11,true uncle pig eat lunch fall asleep snore loudly like peppa george forget say uncle pig okay daddy family arrive uncle pig auntie pig house hello archie picket alcala pig hello hello hello big brother uncle pig daddy pig brother chloe pig peppa george cousin,chloe's puppet show,00:34.5,01:10.1,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.58,45
207,7-ZnBf8HH5k,71.28,116.79,hello chloe hello peppa hello george want new puppet theater daddy make make puppet hello chloe peak daddy uncle pig hello peppa uncle pig chloe come george make puppet yes chloe paint puppet eye rank,chloe's puppet show,01:11.3,01:56.8,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.51,35
208,7-ZnBf8HH5k,117.229,163.08,mouth okay peppa george puppet like make dinosaur dinosaur george say dinosaur okay scary dinosaur puppet khloe make george dinosaur puppet need pointy taste scary dinosaur come lunch puppet auntie pig make spaghetti lunch spaghetti,chloe's puppet show,01:57.2,02:43.1,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.851,35
209,7-ZnBf8HH5k,166.95,199.739,spaghetti tell brother alike way mean completely different peppa george puppet fantastic color ready late puppet sound fun time spaghetti puppet begin,chloe's puppet show,02:47.0,03:19.7,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.789,22
210,7-ZnBf8HH5k,203.97,255.12,hello chloe good uncle pete hello cookie peppa look like think make tummy bite big enjoy lawn uncle pig fall asleep snore like mean daddy say fall asleep snow loudly like,chloe's puppet show,03:24.0,04:15.1,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.15,31
211,7-ZnBf8HH5k,256.14,279.27,daddy right small like pay shoulda say thing uncle cake think daddy pig uncle pig hear daddy pig uncle pig fall asleep tell brother happen puppet start,chloe's puppet show,04:16.1,04:39.3,https://www.youtube.com/watch?v=7-ZnBf8HH5k&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.13,27
212,aO-bFf2xfYQ,2.7,43.89,peppa pig little brother george mummy pig daddy daddy cat foot mummy pig watch fit program television stretch stretch yes love watch mummy pig program exercise fit thank goodness exercise naturally fit look,daddy gets fit,00:02.7,00:43.9,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,41.19,33
213,aO-bFf2xfYQ,44.73,80.67,fit daddy tummy bite big fit touch toe like easy daddy stop pretend touch toe pretend peppa daddy pig really touch toe dear daddy good maybe bite exercise yes daddy start tomorrow daddy pig start,daddy gets fit,00:44.7,01:20.7,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.94,35
214,aO-bFf2xfYQ,81.75,124.88,exercise worry daddy help right peppa charge fit press easy yes good daddy want yes come child help make lunch help good daddy press honey pig peppa george,daddy gets fit,01:21.8,02:04.9,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,43.13,28
215,aO-bFf2xfYQ,125.299,161.81,kitchen make lunch daddy pig press daddy yes yes hope overdo pig chicken press tv naughty daddy maybe daddy success old exercise bike look like fun able cycle watch,daddy gets fit,02:05.3,02:41.8,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.511,29
216,aO-bFf2xfYQ,162.62,201.799,tv time impossible bike noisy hear tv fit know use bicycle yes fresh air good daddy pig ride peppa little bicycle okay pedal brake bell yes yes thank peppa know bye bye fit quite hard,daddy gets fit,02:42.6,03:21.8,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.179,35
217,aO-bFf2xfYQ,205.93,253.21,work fit pedal daddy thing fast maybe slow greek strong daddy pig long time mummy reckon daddy day worry peppa daddy really enjoy away long whizz way,daddy gets fit,03:25.9,04:13.2,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.28,27
218,aO-bFf2xfYQ,253.42,278.38,push bike way poor daddy pig good little exercise yes today mean exercise tomorrow daddy fit exercise day worry daddy make sure yes know,daddy gets fit,04:13.4,04:38.4,https://www.youtube.com/watch?v=aO-bFf2xfYQ&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.96,24
219,BUzGf3hLke4,23.279,91.92,peppa george bedroom play toy george let play dolly dinosaur daddy pig sit room read newspaper mummy pig baby hippo noise lot noise look mess floor trip hurt trip hurt,tidying up,00:23.3,01:31.9,https://www.youtube.com/watch?v=BUzGf3hLke4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,68.641,30
220,BUzGf3hLke4,92.369,166.67,dear poor daddy pig come child let bite tidy play tidy george mess really george lovely dress right help george tidy mummy pig help peppa girl boy good idea let tidy ready steady teddy toy basket,tidying up,01:32.4,02:46.7,https://www.youtube.com/watch?v=BUzGf3hLke4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,74.301,36
221,BUzGf3hLke4,168.299,251.13,right dinosaur book george pop dinosaur book tyrannosaurus rex brontosaurus yes triceratops triceratops good george george love dinosaur win look tidy room tidy room good tidy room shall play dolly dinosaur yes,tidying up,02:48.3,04:11.1,https://www.youtube.com/watch?v=BUzGf3hLke4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,82.831,32
222,BUzGf3hLke4,251.94,279.24,carry game untidy good little tidy bite,tidying up,04:11.9,04:39.2,https://www.youtube.com/watch?v=BUzGf3hLke4&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.3,7
223,uGA_FqHxRkU,2.73,63.66,peppa pig little brother chick mummy pig daddy playground peppa george playground friend candy cat pedro pony climb frame suzy sheep danny dog rebecca rabbit peppa play swing mummy mummy push ready yes want really high want,the playground,00:02.7,01:03.7,https://www.youtube.com/watch?v=uGA_FqHxRkU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,60.93,37
224,uGA_FqHxRkU,63.93,102.119,play swing turn george hold tight want push george george gently peppa yes hello george dear peppa push george hello george doe like high peppa know george bite scare height sorry george let play climb frame hello suzy hello danny,the playground,01:03.9,01:42.1,https://www.youtube.com/watch?v=uGA_FqHxRkU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.189,40
225,uGA_FqHxRkU,103.259,162.51,hello wrong proper way swear cross stand ready steady peppa stick tire good doe look bite funny pull friend help freedom right thank george want play climb frame,the playground,01:43.3,02:42.5,https://www.youtube.com/watch?v=uGA_FqHxRkU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,59.251,28
226,uGA_FqHxRkU,164.22,226.019,climb frame quite high george doe like high sorry george let play slide yes slide love slide george want play slide sure george bite high right help step dear bite high george slide daddy big slide,the playground,02:44.2,03:46.0,https://www.youtube.com/watch?v=uGA_FqHxRkU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,61.799,36
227,uGA_FqHxRkU,227.13,282.28,silly peppa big stand ready steady daddy pig stick funny look funny tati suppose bite funny push george love bounce daddy tummy george anymore,the playground,03:47.1,04:42.3,https://www.youtube.com/watch?v=uGA_FqHxRkU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,55.15,24
228,xX-iVi0nQ4g,2.7,45.21,big little brother mummy pig daddy picture mummy pig daddy pig new picture peppa george lovely new picture wall leave diy expert house sure course nail wall hang picture good visit granny,daddy puts up a picture,00:02.7,00:45.2,https://www.youtube.com/watch?v=xX-iVi0nQ4g&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,42.51,32
229,xX-iVi0nQ4g,45.75,93.75,grandpa pig late make mess goodbye watch learn properly need tape measure pencil nail break wall daddy need hammer nail stand child watch craftsman work daddy pig knock nail wall,daddy puts up a picture,00:45.7,01:33.8,https://www.youtube.com/watch?v=xX-iVi0nQ4g&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48,30
230,xX-iVi0nQ4g,96.479,131.97,break wall daddy silly peppa easy pie mean daddy pig make big crack wall daddy break wall tiny crack picture hide crack daddy yes nail crack make mess daddy silly peppa,daddy puts up a picture,01:36.5,02:12.0,https://www.youtube.com/watch?v=xX-iVi0nQ4g&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.491,31
231,xX-iVi0nQ4g,138.22,211.97,daddy really break wall think mummy notice yes think daddy pig mend wall mummy pig come home brick beep hole brick daddy pig plaster brick pie daddy pig paint wall good new wall mend look mess,daddy puts up a picture,02:18.2,03:32.0,https://www.youtube.com/watch?v=xX-iVi0nQ4g&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,73.75,36
232,xX-iVi0nQ4g,212.599,253.209,make goodness clean mummy come tree daddy pig quickly wash tether lack cloth danny pink nikes tool mummy mummy pig home mummy quick pretend happen hello hello yes think,daddy puts up a picture,03:32.6,04:13.2,https://www.youtube.com/watch?v=xX-iVi0nQ4g&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.61,29
233,xX-iVi0nQ4g,253.51,276.07,picture excitement daddy pig forget picture good know expert sure quite easy yes look quite easy daddy look really hard shush peppa tell,daddy puts up a picture,04:13.5,04:36.1,https://www.youtube.com/watch?v=xX-iVi0nQ4g&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.56,23
234,cu6xvXv-YTU,2.73,52.05,peppa pig little brother mummy pig beach peppa family beach peppa george love beach lot stuff careful forget sunshade bag towel bucket spade spotty ball good start play need sun cream sun hot peppa,at the beach,00:02.7,00:52.0,https://www.youtube.com/watch?v=cu6xvXv-YTU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,49.32,34
235,cu6xvXv-YTU,52.469,96.93,george sun cream let try spotty ball work great spotty ball george know ball catch king george catch dear george little catch ball mind george add peppa like paddle sea yes daddy let water wing,at the beach,00:52.5,01:36.9,https://www.youtube.com/watch?v=cu6xvXv-YTU&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.461,35
